customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0610-['L' 'O' 'Y' 'E' 'O'],Female,0,No,Yes,4,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),79.27,317.08,No
0611-['H' 'J' 'Z' 'P' 'H'],Male,1,No,Yes,8,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),119.94,959.52,Yes
0612-['A' 'L' 'E' 'C' 'A'],Male,0,No,No,5,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,103.59,517.95,Yes
0613-['D' 'H' 'C' 'J' 'B'],Male,0,No,No,72,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,59.66,4295.52,No
0614-['K' 'Y' 'J' 'U' 'N'],Female,0,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,97.51,975.1,No
0615-['G' 'B' 'I' 'P' 'M'],Female,0,No,No,34,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,Yes,Mailed check,36.97,1256.98,No
0616-['I' 'T' 'D' 'V' 'J'],Male,0,No,No,39,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,No,Bank transfer (automatic),65.98,2573.22,No
0617-['Z' 'Z' 'V' 'L' 'Q'],Male,0,Yes,Yes,11,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,59.15,650.65,No
0618-['N' 'N' 'Y' 'B' 'U'],Female,1,Yes,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,80.29,2167.83,No
0619-['Y' 'T' 'K' 'P' 'S'],Male,0,Yes,Yes,2,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),100.08,200.16,No
0620-['W' 'F' 'X' 'S' 'E'],Male,1,No,No,12,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,65.09,781.08,No
0621-['Z' 'D' 'O' 'D' 'T'],Female,0,No,Yes,72,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,106.21,7647.12,No
0622-['J' 'X' 'V' 'C' 'Z'],Female,1,No,Yes,4,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,94.82,379.28,No
0623-['E' 'F' 'U' 'V' 'H'],Male,0,No,No,11,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),45.56,501.16,No
0624-['G' 'U' 'J' 'F' 'N'],Male,0,Yes,No,37,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,72.35,2676.95,Yes
0625-['D' 'Y' 'M' 'T' 'Q'],Male,0,No,No,26,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,No,Credit card (automatic),104.75,2723.5,No
0626-['W' 'G' 'D' 'N' 'C'],Female,1,Yes,No,23,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),94.84,2181.32,No
0627-['X' 'E' 'P' 'Z' 'W'],Male,0,Yes,Yes,46,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),101.73,4679.58,No
0628-['T' 'D' 'X' 'X' 'B'],Male,0,Yes,Yes,0,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,44.33,0.0,No
0629-['R' 'S' 'S' 'Q' 'N'],Female,0,Yes,No,35,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),97.56,3414.6,No
0630-['S' 'V' 'X' 'M' 'L'],Male,0,Yes,Yes,51,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,59.38,3028.38,No
0631-['Z' 'F' 'U' 'D' 'S'],Male,0,Yes,No,0,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),115.92,0.0,No
0632-['P' 'M' 'D' 'W' 'Q'],Male,0,Yes,No,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,65.52,1244.88,Yes
0633-['W' 'A' 'R' 'T' 'Q'],Male,0,Yes,Yes,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,109.49,1094.9,No
0634-['O' 'K' 'Y' 'V' 'M'],Female,0,No,No,1,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),85.64,85.64,No
0635-['A' 'Q' 'F' 'D' 'T'],Female,0,Yes,No,12,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),113.2,1358.4,Yes
0636-['P' 'O' 'O' 'F' 'O'],Female,0,Yes,No,24,No,No phone service,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Electronic check,75.71,1817.04,No
0637-['N' 'K' 'G' 'I' 'Z'],Male,1,Yes,Yes,60,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,42.22,2533.2,No
0638-['P' 'E' 'Y' 'T' 'J'],Male,0,No,Yes,23,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),84.53,1944.19,Yes
0639-['R' 'C' 'M' 'K' 'Q'],Male,0,No,No,46,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),44.19,2032.74,No
0640-['V' 'M' 'F' 'Q' 'M'],Male,0,No,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,104.77,314.31,No
0641-['S' 'U' 'S' 'J' 'C'],Female,1,No,No,5,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,26.74,133.7,Yes
0642-['N' 'Z' 'S' 'E' 'E'],Male,0,Yes,No,72,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,42.46,3057.12,No
0643-['T' 'Q' 'U' 'J' 'E'],Male,0,Yes,No,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,97.92,5091.84,Yes
0644-['D' 'F' 'Z' 'D' 'G'],Male,1,Yes,No,6,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Electronic check,60.59,363.54,No
0645-['G' 'R' 'C' 'A' 'X'],Female,0,No,Yes,23,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,34.19,786.37,No
0646-['Y' 'D' 'F' 'I' 'V'],Male,0,No,No,10,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),119.42,1194.2,No
0647-['N' 'L' 'Y' 'T' 'X'],Male,0,Yes,Yes,15,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,64.56,968.4,Yes
0648-['Y' 'D' 'U' 'X' 'L'],Male,0,Yes,No,47,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,66.76,3137.72,No
0649-['J' 'V' 'G' 'C' 'W'],Male,0,No,Yes,31,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),53.99,1673.69,No
0650-['N' 'X' 'J' 'P' 'P'],Male,0,Yes,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,24.74,148.44,No
0651-['V' 'J' 'Y' 'M' 'F'],Female,0,No,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,42.68,384.12,No
0652-['L' 'I' 'M' 'D' 'X'],Male,0,No,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),46.59,372.72,Yes
0653-['K' 'T' 'R' 'Z' 'K'],Male,1,No,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,76.26,2745.36,No
0654-['Y' 'U' 'D' 'R' 'A'],Male,0,Yes,Yes,16,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,113.49,1815.84,No
0655-['G' 'F' 'O' 'R' 'X'],Male,0,Yes,Yes,72,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,32.26,2322.72,Yes
0656-['K' 'T' 'X' 'O' 'P'],Male,0,No,Yes,40,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,117.42,4696.8,No
0657-['G' 'U' 'J' 'Z' 'L'],Female,0,No,No,5,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),66.35,331.75,No
0658-['X' 'N' 'Y' 'E' 'Z'],Male,0,Yes,Yes,36,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,77.47,2788.92,Yes
0659-['U' 'R' 'E' 'C' 'W'],Female,0,No,No,16,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),21.57,345.12,No
0660-['Z' 'E' 'X' 'Q' 'S'],Female,1,No,Yes,7,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),104.79,733.53,No
0661-['S' 'Y' 'U' 'L' 'Y'],Male,0,Yes,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,106.45,1064.5,No
0662-['I' 'A' 'R' 'U' 'D'],Male,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),94.84,6828.48,No
0663-['J' 'Y' 'G' 'V' 'W'],Female,0,Yes,No,15,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,32.82,492.3,No
0664-['A' 'Q' 'X' 'B' 'Z'],Male,0,No,Yes,30,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Electronic check,59.27,1778.1,Yes
0665-['K' 'I' 'G' 'V' 'Q'],Female,0,Yes,No,15,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),115.46,1731.9,No
0666-['Q' 'B' 'F' 'N' 'F'],Female,0,No,Yes,11,No,No phone service,DSL,Yes,No,No,Yes,No,No,Two year,Yes,Electronic check,61.05,671.55,No
0667-['B' 'A' 'J' 'U' 'E'],Male,0,Yes,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,53.57,2035.66,No
0668-['B' 'V' 'P' 'Y' 'B'],Male,0,Yes,No,45,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,26.73,1202.85,No
0669-['J' 'B' 'P' 'P' 'S'],Female,0,No,No,1,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),26.13,26.13,No
0670-['G' 'V' 'L' 'X' 'O'],Male,0,No,No,7,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,62.13,434.91,No
0671-['H' 'F' 'J' 'C' 'S'],Female,0,No,Yes,17,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),73.12,1243.04,No
0672-['Q' 'G' 'U' 'T' 'Z'],Female,0,No,Yes,9,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),102.13,919.17,No
0673-['D' 'N' 'T' 'V' 'O'],Male,0,No,Yes,36,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,110.53,3979.08,Yes
0674-['X' 'H' 'U' 'O' 'V'],Female,0,No,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,58.78,117.56,No
0675-['T' 'N' 'I' 'H' 'Z'],Female,0,Yes,Yes,38,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,104.03,3953.14,No
0676-['Z' 'Q' 'B' 'Y' 'X'],Female,1,Yes,No,23,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,73.46,1689.58,No
0677-['C' 'H' 'L' 'A' 'J'],Female,0,Yes,No,8,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,117.21,937.68,Yes
0678-['T' 'C' 'F' 'G' 'T'],Female,0,Yes,No,10,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),112.78,1127.8,No
0679-['W' 'Y' 'R' 'K' 'S'],Female,1,Yes,No,4,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,90.74,362.96,No
0680-['E' 'S' 'K' 'X' 'L'],Male,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),37.3,223.8,No
0681-['J' 'H' 'X' 'I' 'D'],Female,1,No,No,30,No,No phone service,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,112.31,3369.3,No
0682-['E' 'U' 'H' 'W' 'I'],Female,0,No,No,11,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),29.91,329.01,No
0683-['O' 'O' 'P' 'N' 'H'],Male,0,No,No,27,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,101.47,2739.69,No
0684-['R' 'J' 'T' 'F' 'L'],Male,1,Yes,No,17,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),68.42,1163.14,No
0685-['B' 'G' 'P' 'C' 'M'],Male,0,Yes,No,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,80.37,241.11,No
0686-['C' 'R' 'K' 'H' 'F'],Female,0,No,Yes,16,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Electronic check,106.87,1709.92,No
0687-['A' 'A' 'W' 'H' 'E'],Male,0,No,No,33,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,98.89,3263.37,No
0688-['P' 'K' 'E' 'D' 'F'],Female,0,Yes,No,8,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,23.96,191.68,No
0689-['N' 'V' 'S' 'I' 'L'],Female,0,No,No,25,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,55.74,1393.5,No
0690-['K' 'N' 'W' 'P' 'A'],Female,0,Yes,No,5,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),116.99,584.95,No
0691-['M' 'W' 'U' 'U' 'M'],Female,0,Yes,No,3,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),54.31,162.93,Yes
0692-['B' 'D' 'F' 'Z' 'W'],Male,0,Yes,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),100.16,1001.6,No
0693-['E' 'Y' 'C' 'A' 'D'],Female,0,Yes,Yes,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,92.31,1015.41,No
0694-['Y' 'T' 'B' 'Z' 'E'],Female,0,No,No,34,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Electronic check,115.52,3927.68,No
0695-['C' 'I' 'T' 'F' 'R'],Female,0,Yes,Yes,14,No,No phone service,DSL,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),114.88,1608.32,No
0696-['F' 'S' 'L' 'Y' 'K'],Female,0,No,No,2,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),64.65,129.3,Yes
0697-['B' 'O' 'L' 'L' 'I'],Female,0,Yes,Yes,24,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),41.24,989.76,No
0698-['U' 'X' 'B' 'V' 'C'],Female,0,No,Yes,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,48.71,730.65,Yes
0699-['L' 'Z' 'P' 'U' 'X'],Male,0,No,Yes,9,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),48.05,432.45,No
0700-['Z' 'A' 'U' 'C' 'T'],Male,0,No,No,38,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,82.25,3125.5,No
0701-['B' 'I' 'S' 'O' 'R'],Female,0,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,55.43,221.72,No
0702-['Z' 'K' 'Y' 'W' 'P'],Female,1,No,No,58,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,106.55,6179.9,No
0703-['V' 'Q' 'E' 'L' 'K'],Female,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,48.78,439.02,No
0704-['O' 'C' 'A' 'T' 'P'],Female,0,Yes,No,14,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,118.99,1665.86,No
0705-['B' 'B' 'C' 'H' 'X'],Female,0,Yes,No,63,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Mailed check,85.59,5392.17,No
0706-['O' 'G' 'F' 'I' 'T'],Male,0,Yes,No,34,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,54.29,1845.86,No
0707-['A' 'H' 'W' 'W' 'C'],Female,0,Yes,Yes,1,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Electronic check,77.77,77.77,No
0708-['D' 'Z' 'Y' 'O' 'F'],Male,0,Yes,Yes,20,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),54.89,1097.8,No
0709-['O' 'U' 'C' 'Y' 'U'],Male,0,No,Yes,8,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,70.56,564.48,No
0710-['U' 'N' 'T' 'N' 'D'],Male,1,Yes,No,17,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),71.64,1217.88,No
0711-['L' 'Q' 'G' 'I' 'C'],Male,0,No,Yes,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),96.06,3073.92,No
0712-['M' 'O' 'R' 'S' 'A'],Male,1,No,No,16,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),63.57,1017.12,No
0713-['F' 'W' 'B' 'X' 'N'],Female,0,No,No,1,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,114.76,114.76,Yes
0714-['F' 'N' 'D' 'U' 'H'],Female,0,Yes,Yes,18,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,28.04,504.72,No
0715-['C' 'S' 'N' 'T' 'Q'],Female,0,No,No,0,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,50.74,0.0,No
0716-['Y' 'H' 'X' 'N' 'Z'],Female,0,Yes,No,10,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,94.19,941.9,No
0717-['F' 'W' 'V' 'P' 'Y'],Male,0,Yes,Yes,15,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),78.82,1182.3,No
0718-['S' 'N' 'S' 'C' 'J'],Male,1,Yes,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),30.65,735.6,No
0719-['S' 'I' 'T' 'M' 'G'],Female,0,No,No,16,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,101.0,1616.0,Yes
0720-['N' 'I' 'W' 'Y' 'S'],Male,0,No,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),85.74,257.22,No
0721-['O' 'T' 'N' 'X' 'F'],Female,0,Yes,Yes,64,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),77.56,4963.84,No
0722-['U' 'D' 'H' 'Q' 'I'],Male,0,Yes,Yes,25,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),107.36,2684.0,Yes
0723-['A' 'X' 'T' 'Y' 'N'],Male,0,Yes,No,9,Yes,No,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),103.1,927.9,No
0724-['K' 'U' 'C' 'I' 'N'],Male,0,No,No,72,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,50.24,3617.28,No
0725-['I' 'D' 'D' 'H' 'B'],Male,0,No,No,51,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),73.57,3752.07,No
0726-['I' 'N' 'V' 'I' 'X'],Female,0,Yes,No,3,Yes,No,DSL,Yes,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),105.64,316.92,No
0727-['W' 'P' 'Q' 'P' 'L'],Male,0,Yes,No,25,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),24.61,615.25,Yes
0728-['C' 'K' 'N' 'R' 'U'],Female,1,No,Yes,19,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),51.51,978.69,No
0729-['U' 'E' 'P' 'T' 'E'],Female,1,Yes,No,5,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,57.64,288.2,No
0730-['C' 'L' 'A' 'U' 'I'],Male,0,Yes,Yes,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,45.78,274.68,No
0731-['I' 'D' 'C' 'Q' 'B'],Female,0,No,No,19,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Mailed check,69.86,1327.34,No
0732-['X' 'A' 'H' 'M' 'W'],Female,1,Yes,No,9,Yes,No,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,99.21,892.89,No
0733-['O' 'H' 'L' 'V' 'L'],Female,0,No,No,43,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,66.92,2877.56,Yes
0734-['N' 'O' 'O' 'I' 'S'],Female,0,Yes,No,2,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),22.35,44.7,No
0735-['Z' 'T' 'V' 'H' 'U'],Male,0,No,No,58,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,105.09,6095.22,No
0736-['S' 'F' 'T' 'Y' 'S'],Male,0,No,Yes,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,38.92,1712.48,No
0737-['D' 'W' 'G' 'D' 'V'],Male,0,No,No,32,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),62.01,1984.32,No
0738-['L' 'M' 'C' 'V' 'L'],Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),20.1,140.7,No
0739-['B' 'X' 'B' 'W' 'I'],Female,1,Yes,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),62.83,1884.9,Yes
0740-['A' 'H' 'W' 'F' 'F'],Female,0,Yes,No,13,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,56.22,730.86,No
0741-['V' 'Y' 'R' 'Q' 'L'],Male,0,Yes,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,47.49,1139.76,No
0742-['F' 'Z' 'H' 'S' 'J'],Male,1,Yes,No,8,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),113.6,908.8,No
0743-['A' 'Y' 'M' 'Q' 'C'],Female,0,Yes,No,43,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,87.19,3749.17,No
0744-['H' 'N' 'C' 'P' 'M'],Male,0,No,Yes,0,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),111.38,0.0,Yes
0745-['T' 'X' 'Q' 'M' 'F'],Female,0,Yes,No,28,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,65.6,1836.8,Yes
0746-['Q' 'N' 'Q' 'H' 'K'],Male,0,Yes,Yes,42,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,One year,No,Electronic check,70.64,2966.88,No
0747-['T' 'A' 'Z' 'G' 'U'],Female,0,No,No,24,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,One year,No,Electronic check,114.78,2754.72,No
0748-['U' 'Q' 'J' 'K' 'V'],Female,0,No,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,64.69,323.45,No
0749-['I' 'I' 'X' 'E' 'Q'],Male,0,Yes,Yes,8,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),21.17,169.36,No
0750-['I' 'Q' 'X' 'U' 'S'],Male,0,Yes,No,17,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,83.81,1424.77,Yes
0751-['G' 'W' 'I' 'G' 'M'],Male,0,Yes,No,9,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,No,Mailed check,38.19,343.71,No
0752-['K' 'N' 'S' 'K' 'M'],Female,0,Yes,Yes,0,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,115.25,0.0,No
0753-['N' 'M' 'A' 'H' 'L'],Male,0,No,No,0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,25.08,0.0,Yes
